t,power
0.0,0
1.0,123
2.0,123
3.0,148
4.0,199
5.0,199
6.0,199
7.0,198
8.0,198
9.0,198
10.0,191
11.0,188
12.0,188
13.0,187
14.0,186
15.0,186
16.0,189
17.0,196
18.0,196
19.0,203
20.0,218
21.0,218
22.0,218
23.0,166
24.0,164
25.0,164
26.0,173
27.0,187
28.0,187
29.0,187
30.0,187
31.0,187
32.0,187
33.0,187
34.0,187
35.0,187
36.0,187
37.0,188
38.0,188
39.0,189
40.0,191
41.0,191
42.0,189
43.0,186
44.0,186
45.0,186
46.0,187
47.0,187
48.0,187
49.0,186
50.0,186
51.0,186
52.0,187
53.0,189
54.0,189
55.0,194
56.0,200
57.0,200
58.0,200
59.0,181
60.0,180
61.0,181
62.0,188
63.0,188
64.0,188
65.0,186
66.0,184
67.0,184
68.0,184
69.0,191
70.0,192
71.0,192
72.0,185
73.0,185
74.0,186
75.0,192
76.0,192
77.0,192
78.0,186
79.0,178
80.0,178
81.0,178
82.0,185
83.0,186
84.0,186
85.0,190
86.0,194
87.0,194
88.0,194
89.0,195
90.0,195
91.0,195
92.0,183
93.0,181
94.0,181
95.0,187
96.0,193
97.0,193
98.0,192
99.0,191
100.0,191
101.0,191
102.0,174
103.0,169
104.0,169
105.0,178
106.0,185
107.0,185
108.0,186
109.0,190
110.0,190
111.0,190
112.0,189
113.0,189
114.0,189
115.0,189
116.0,187
117.0,187
118.0,187
119.0,185
120.0,184
121.0,184
122.0,190
123.0,195
124.0,195
125.0,195
126.0,182
127.0,182
128.0,182
129.0,186
130.0,186
131.0,186
132.0,184
133.0,182
134.0,182
135.0,192
136.0,198
137.0,198
138.0,198
139.0,192
140.0,192
141.0,192
142.0,187
143.0,184
144.0,184
145.0,186
146.0,187
147.0,187
148.0,187
149.0,184
150.0,184
151.0,184
152.0,190
153.0,193
154.0,193
155.0,193
156.0,192
157.0,192
158.0,187
159.0,184
160.0,184
161.0,184
162.0,188
163.0,188
164.0,188
165.0,191
166.0,193
167.0,193
168.0,192
169.0,192
170.0,192
171.0,192
172.0,185
173.0,184
174.0,184
175.0,191
176.0,194
177.0,194
178.0,189
179.0,181
180.0,181
181.0,181
182.0,184
183.0,185
184.0,185
185.0,187
186.0,187
187.0,187
188.0,193
189.0,195
190.0,195
191.0,195
192.0,195
193.0,195
194.0,195
195.0,181
196.0,179
197.0,179
198.0,191
199.0,195
200.0,195
201.0,192
202.0,188
203.0,188
204.0,188
205.0,185
206.0,184
207.0,184
208.0,193
209.0,194
