t,power
0.0,222
1.0,192
2.0,178
3.0,185
4.0,185
5.0,157
6.0,161
7.0,181
8.0,181
9.0,184
10.0,166
11.0,163
12.0,163
13.0,176
14.0,179
15.0,178
16.0,179
17.0,177
18.0,176
19.0,176
20.0,174
21.0,174
22.0,183
23.0,192
24.0,150
25.0,150
26.0,164
27.0,161
28.0,147
29.0,147
30.0,147
31.0,163
32.0,166
33.0,167
34.0,167
35.0,158
36.0,161
37.0,161
38.0,161
39.0,160
40.0,169
41.0,166
42.0,166
43.0,155
44.0,167
45.0,172
46.0,172
47.0,172
48.0,165
49.0,162
50.0,169
51.0,169
52.0,167
53.0,175
54.0,159
55.0,159
56.0,170
57.0,171
58.0,166
59.0,166
60.0,170
61.0,164
62.0,171
63.0,171
64.0,171
65.0,163
66.0,164
67.0,164
68.0,164
69.0,162
70.0,164
71.0,162
72.0,162
73.0,164
74.0,163
75.0,163
76.0,163
77.0,164
78.0,167
79.0,168
80.0,171
81.0,171
82.0,161
83.0,164
84.0,169
85.0,169
86.0,168
87.0,159
88.0,182
89.0,182
90.0,164
91.0,171
92.0,166
93.0,166
94.0,163
95.0,171
96.0,171
97.0,162
98.0,162
99.0,160
100.0,160
101.0,160
102.0,158
103.0,169
104.0,170
105.0,167
106.0,182
107.0,180
108.0,171
109.0,165
110.0,166
111.0,166
112.0,159
113.0,167
114.0,156
115.0,156
116.0,159
117.0,178
118.0,175
119.0,165
120.0,176
121.0,173
122.0,168
123.0,164
124.0,165
125.0,165
126.0,160
127.0,162
128.0,162
129.0,165
130.0,156
131.0,179
132.0,179
133.0,170
134.0,172
135.0,171
136.0,167
137.0,168
138.0,162
139.0,156
140.0,173
141.0,173
142.0,170
143.0,163
144.0,169
145.0,169
146.0,157
147.0,163
148.0,172
149.0,172
150.0,172
151.0,173
152.0,162
153.0,162
154.0,162
155.0,162
156.0,167
157.0,158
158.0,162
159.0,162
160.0,156
161.0,153
162.0,160
163.0,159
164.0,159
165.0,160
166.0,0
167.0,0
168.0,0
169.0,175
170.0,168
171.0,167
172.0,167
173.0,166
174.0,166
175.0,166
176.0,163
177.0,173
178.0,168
179.0,168
180.0,158
181.0,163
182.0,167
183.0,167
184.0,167
185.0,171
186.0,172
187.0,172
188.0,172
189.0,164
190.0,169
191.0,170
192.0,170
193.0,173
194.0,163
195.0,166
196.0,166
197.0,171
198.0,164
199.0,170
200.0,170
201.0,159
202.0,168
203.0,167
204.0,167
205.0,167
206.0,179
207.0,172
208.0,173
209.0,173
210.0,165
211.0,160
212.0,168
213.0,168
214.0,163
215.0,164
216.0,165
217.0,180
218.0,173
219.0,166
220.0,166
221.0,166
222.0,166
223.0,173
224.0,169
225.0,161
226.0,161
227.0,158
228.0,171
229.0,167
230.0,167
231.0,176
232.0,179
233.0,163
234.0,163
235.0,164
236.0,169
237.0,172
238.0,165
239.0,165
240.0,169
241.0,163
242.0,162
243.0,165
244.0,165
245.0,165
246.0,166
247.0,176
248.0,176
249.0,171
250.0,168
251.0,170
252.0,170
253.0,170
254.0,176
255.0,162
256.0,162
257.0,163
258.0,165
259.0,165
260.0,165
261.0,174
262.0,173
263.0,158
264.0,167
265.0,168
266.0,164
267.0,160
268.0,173
269.0,173
270.0,174
271.0,169
272.0,168
273.0,168
274.0,168
275.0,167
276.0,160
277.0,173
278.0,175
279.0,173
280.0,164
281.0,172
282.0,171
283.0,162
284.0,166
285.0,167
286.0,167
287.0,167
288.0,161
289.0,155
290.0,167
291.0,167
292.0,161
293.0,167
294.0,165
295.0,165
296.0,161
297.0,164
298.0,163
299.0,163
300.0,160
301.0,161
302.0,161
303.0,161
304.0,160
305.0,165
306.0,183
307.0,183
308.0,183
309.0,178
310.0,162
311.0,159
312.0,159
313.0,161
314.0,177
315.0,171
316.0,171
317.0,159
318.0,161
319.0,168
320.0,168
321.0,179
322.0,173
323.0,164
324.0,164
325.0,164
326.0,165
327.0,170
328.0,167
329.0,166
330.0,168
331.0,168
332.0,166
333.0,139
334.0,137
335.0,135
336.0,167
337.0,171
338.0,171
339.0,158
340.0,155
341.0,167
342.0,167
343.0,167
344.0,167
345.0,158
346.0,162
347.0,162
348.0,156
349.0,155
350.0,148
351.0,148
352.0,161
353.0,162
354.0,162
355.0,162
356.0,164
357.0,162
358.0,155
359.0,155
360.0,155
361.0,152
362.0,166
363.0,162
364.0,162
365.0,159
366.0,157
367.0,165
368.0,165
369.0,160
370.0,160
371.0,159
372.0,0
373.0,0
374.0,0
375.0,159
376.0,159
377.0,160
378.0,169
379.0,159
380.0,159
381.0,159
382.0,162
383.0,169
384.0,165
385.0,165
386.0,160
387.0,161
388.0,172
389.0,172
390.0,172
391.0,189
392.0,161
395.0,0
396.0,159
397.0,159
398.0,159
399.0,173
400.0,171
401.0,404
402.0,404
403.0,418
404.0,408
405.0,331
406.0,331
407.0,322
408.0,313
409.0,306
410.0,306
