t,power
0.0,72
1.0,80
2.0,79
3.0,79
4.0,83
5.0,75
6.0,38
7.0,38
8.0,38
9.0,38
10.0,0
11.0,0
12.0,0
13.0,0
14.0,0
15.0,0
16.0,0
17.0,0
18.0,0
19.0,0
20.0,0
21.0,0
22.0,0
23.0,0
24.0,0
25.0,76
26.0,145
27.0,107
28.0,92
29.0,92
30.0,94
31.0,110
32.0,164
33.0,164
34.0,128
35.0,120
36.0,118
37.0,118
38.0,124
39.0,127
40.0,124
41.0,131
42.0,131
43.0,127
44.0,135
45.0,129
46.0,129
47.0,128
48.0,132
49.0,141
50.0,141
51.0,141
52.0,137
53.0,134
54.0,142
55.0,148
56.0,145
57.0,136
58.0,137
59.0,137
60.0,139
61.0,137
62.0,142
63.0,142
64.0,145
65.0,139
66.0,155
67.0,155
68.0,177
69.0,179
70.0,179
71.0,165
72.0,165
73.0,167
74.0,168
75.0,180
76.0,180
77.0,180
78.0,176
79.0,174
80.0,177
81.0,177
82.0,178
83.0,181
84.0,174
85.0,174
86.0,186
87.0,192
88.0,184
89.0,184
90.0,179
91.0,176
92.0,195
93.0,195
94.0,195
95.0,194
96.0,195
97.0,189
98.0,189
99.0,200
100.0,198
101.0,197
102.0,197
103.0,194
104.0,189
105.0,193
106.0,193
107.0,192
108.0,194
109.0,204
110.0,197
111.0,197
112.0,219
113.0,216
114.0,204
115.0,204
116.0,202
117.0,206
118.0,200
119.0,200
120.0,204
121.0,224
122.0,226
123.0,230
124.0,221
125.0,211
126.0,210
127.0,222
128.0,222
129.0,222
130.0,218
131.0,216
132.0,221
133.0,221
134.0,212
135.0,209
136.0,209
137.0,209
138.0,223
139.0,224
140.0,216
141.0,216
142.0,223
143.0,211
144.0,225
145.0,225
146.0,225
147.0,227
148.0,227
149.0,238
150.0,238
151.0,229
152.0,225
153.0,203
154.0,203
155.0,241
156.0,239
157.0,235
158.0,235
159.0,233
160.0,233
161.0,184
162.0,0
163.0,0
164.0,0
165.0,184
166.0,177
167.0,170
168.0,167
169.0,187
170.0,187
171.0,177
172.0,163
173.0,182
174.0,182
175.0,182
176.0,187
177.0,182
178.0,182
179.0,179
180.0,178
181.0,196
182.0,179
183.0,179
184.0,184
185.0,183
186.0,185
187.0,185
188.0,186
189.0,185
190.0,180
191.0,180
192.0,186
193.0,179
194.0,186
195.0,186
196.0,187
197.0,182
198.0,185
199.0,176
200.0,176
201.0,185
202.0,188
203.0,195
204.0,195
205.0,195
206.0,199
207.0,178
208.0,171
209.0,171
210.0,176
211.0,179
212.0,178
213.0,178
214.0,190
215.0,186
216.0,176
217.0,176
218.0,185
219.0,185
220.0,195
221.0,186
222.0,186
223.0,174
224.0,186
225.0,174
226.0,174
227.0,184
228.0,190
229.0,175
230.0,175
231.0,181
232.0,184
233.0,184
234.0,184
235.0,187
236.0,196
237.0,191
238.0,191
239.0,191
240.0,176
241.0,185
242.0,177
243.0,177
244.0,186
245.0,193
246.0,191
247.0,191
248.0,189
249.0,190
250.0,188
251.0,188
252.0,188
253.0,189
254.0,176
255.0,191
256.0,191
257.0,195
258.0,184
259.0,179
260.0,179
261.0,189
262.0,181
263.0,202
264.0,202
265.0,201
266.0,195
267.0,182
268.0,189
269.0,189
270.0,206
271.0,191
272.0,181
273.0,181
274.0,202
275.0,208
276.0,180
277.0,180
278.0,188
279.0,194
280.0,202
281.0,199
282.0,199
283.0,189
284.0,208
285.0,199
286.0,199
287.0,184
288.0,184
289.0,191
290.0,193
291.0,193
292.0,188
293.0,190
294.0,190
295.0,190
296.0,190
297.0,196
298.0,188
299.0,188
300.0,186
301.0,180
302.0,189
303.0,189
304.0,189
305.0,201
306.0,207
307.0,211
308.0,211
309.0,178
310.0,182
311.0,193
312.0,193
313.0,196
314.0,188
315.0,191
316.0,191
317.0,189
318.0,191
319.0,203
320.0,203
321.0,214
322.0,211
323.0,205
324.0,179
325.0,174
326.0,183
327.0,197
328.0,198
329.0,195
330.0,190
331.0,189
332.0,202
333.0,201
334.0,201
335.0,182
336.0,198
337.0,198
338.0,198
339.0,186
340.0,185
341.0,189
342.0,189
343.0,209
344.0,193
345.0,203
346.0,203
347.0,190
348.0,196
349.0,303
350.0,303
351.0,411
352.0,330
353.0,349
354.0,349
355.0,348
356.0,352
357.0,344
358.0,321
359.0,321
360.0,328
361.0,331
362.0,350
363.0,366
364.0,366
365.0,371
366.0,364
367.0,343
368.0,343
369.0,330
370.0,371
371.0,371
372.0,345
373.0,340
374.0,316
375.0,316
376.0,316
377.0,319
378.0,335
379.0,373
380.0,373
381.0,346
382.0,335
383.0,339
384.0,339
385.0,367
386.0,353
387.0,330
388.0,330
389.0,365
390.0,348
391.0,351
392.0,351
393.0,351
394.0,331
395.0,358
396.0,326
397.0,326
398.0,342
399.0,346
400.0,342
401.0,342
402.0,381
403.0,368
404.0,327
405.0,333
406.0,333
407.0,344
408.0,351
409.0,328
410.0,328
411.0,339
412.0,358
413.0,349
414.0,349
415.0,349
416.0,341
417.0,374
418.0,369
419.0,369
420.0,334
421.0,337
422.0,345
423.0,345
424.0,337
425.0,380
426.0,336
427.0,336
428.0,356
429.0,355
430.0,330
431.0,342
432.0,342
433.0,335
434.0,361
435.0,352
436.0,352
437.0,345
438.0,374
439.0,299
440.0,299
441.0,364
442.0,336
443.0,353
444.0,353
445.0,348
446.0,326
447.0,353
448.0,356
449.0,356
450.0,329
451.0,364
452.0,352
453.0,352
454.0,329
455.0,331
456.0,347
457.0,347
458.0,350
459.0,336
460.0,355
461.0,355
462.0,355
463.0,350
464.0,327
465.0,344
466.0,344
467.0,361
468.0,355
469.0,345
470.0,345
471.0,329
472.0,321
